IDCOMMANDES;NUMCOMMANDE;IDOFFRES;DATECOMMANDE;MONTANTHONOTAIRE;DATEDEMARRAGE;DUREE;NUMAFFAIRE;ADRESSEFACTURATION;EXONERETVA;PRECOMPTETVA
886;P-132-07/BD;1420;23/02/2007;1700000;01/07/2007;5 Mois;1161-CT-07;SOECO / Monsieur Le Directeur Km 4.8 Bd du Centenaire de la Commune DAKAR;0;0
887;P-187-07/BD;1421;29/08/2007;3500000;01/08/2007;4 Mois;1170-CT-07;"SOGECAM S/C AGETIP Bd Djily MBAYE x BÈranger FERRAUD   BP 143 Dakar
";0;0
888;P-023-07/SN;1422;26/01/2007;100000;26/01/2007;;1060-CT-07;SOSENCO /  Monsieur Le Directeur   Rue 66 x Corniche Ouest   DAKAR;0;0
889;P-156-07/BD;1423;02/08/2007;5500000;01/08/2007;10 Mois;1162-CT-07;SOTRACOM / Monsieur Le Directeur Sicap AmitiÈ II, Villa N∞4015  BP. 15762 - Dakar;0;0
890;P-292A-06/BD;1424;16/03/2007;2200000;16/03/2007;10 Mois;1084-CT-07;SPERRY SURL  / Monsieur Jean Luc SPERRY   BP 21443 Dakar Ponty    DAKAR;0;0
891;P-048A-07/BD;1425;23/02/2007;5700000;01/02/2007;6 Mois;1070-CT-07;SOCIETE IMMOBILIERE RUFISQUOISE  / Monsieur Le Directeur Villa N∞ 10 HLM  Rufisque /  DAKAR;0;0
892;P-039-07/BD;1426;12/03/2007;0;12/03/2007;15 Jours;1081-CT-07;SUNEOR  / Monsieur Le Directeur 32, Rue du Docteur Calmette  BP 639   DAKAR ;0;0
893;P-111B-07/BD;1427;21/05/2007;500000;21/05/2007;4 Mois;1108-CT-07;SURL EQUIPEMENT LAHAT  Zone Industrielle de ThiËs   BP 3048  THIES;0;0
894;P-223-07/BD;1428;06/09/2007;1000000;06/09/2007;3 Mois;1175-CT-07;SURL EQUIPEMENT LAHAT S/C AGETIP BD Djily MBAYE X BÈranger FERRAUD BP 143 Dakar;1;0
895;P-188-07/BD;1429;29/08/2007;1300000;01/08/2007;8 Mois;1169-CT-07;SYLLA BOIS / M. SYLLA Parcelles Assainies unitÈ 8 N∞223  DAKAR;0;0
896;P-213-07/BD;1430;18/09/2007;700000;18/09/2007;4 Mois;1179-CT-07;SYLLA BOIS / M. SYLLA  Parcelles Assainies unitÈ 8 N∞223  DAKAR;1;0
897;P-229-07/FS;1431;27/09/2007;450000;27/09/2007;;1182-CT-07;TADEX  / M. Le Directeur Km 7.5 route de Rufisque  B.P. 7472 Dakar MÈdina ;0;0
898;P-310A-06/BD;1432;18/01/2007;6000000;18/01/2007;6 Mois;1056-CT-07;TMMBTP S/C AGETIP Bd Djily MBAyE x BÈranger FERrAUD BP 143 -Dakar  ;1;0
899;P-053-07/NGD;1433;27/02/2007;800000;01/02/2007;2 Mois;1072-CT-07;"TOUBA MATERIAUX S/C AGETIP	Bd Djily MBAYE x BÈranger FERRAUD BP 143 -Dakar";1;0
900;P-165-07/BD;1434;19/07/2007;1200000;19/07/2007;4 Mois;1152-CT-07;"TOUBA MATERIAUX S/C AGETIP	 Bd Djily MBAYE x BÈranger FERRAUD  BP 143 -Dakar";1;0
901;P-284-A-07/MP;1435;;600000;01/12/2007;4 Mois;1236-CT-07;UMPSS /  Monsieur FodÇ DIOP Art Ingenieurie Point E, Rue de Saint Lois, Villa Anita Bis;1;0
902;P-052-10/NGD;1436;12/03/2010;1355932;16/03/2010;3 mois ;1653-CT-10;Point E - Dakar ;1;0
903;P-025-06/BD;1437;30/03/2006;6000000;30/03/2006;12 Mois;918-CT-06;"AGETIP  Bd djily MBAYE x BÈranger FerrAUD  BP 143 -Dakar  
";1;0
904;P-022-06/BE;1438;10/02/2006;2600000;01/02/2006;8 Mois;888-CT-06;"Ambassade de France  / Antenne RÈgionale de l'Equipement 
 Madame STAMM
 BP 402 ? DAKAR  ";0;0
905;P-209-06/BE;1439;20/11/2006;2650000;01/11/2006;4 Semaines;1031-CT-06;"Ambassade de France  / Antenne RÈgionale de l'Equipement 
Madame STAMM
BP 402 ? DAKAR ";0;0
906;P-219-06/BD;1440;01/09/2006;100000;01/09/2006;;995-CT-06;"ARC  SARL S/C AGETIP	 Scat Urbam Hann Mariste N∞ 79 PC1 BP 7832 - DAKAR";1;0
907;P-268-06/BD;1441;09/11/2006;200000;01/11/2006;;1025-CT-06;ARC  SARL Scat Urbam Hann Mariste N∞ 79 PC1  BP 7832 - DAKAR;0;0
908;P-189-06/BD;1442;11/12/2006;1100000;11/12/2006;;1040-CT-07;"ARTECH
Bloc 77 appartement B 13	
Bd. GÈnÈral de Gaulle - DAKAR";0;0
909;P-111-06/BD;1443;09/05/2006;4237288;01/05/2006;8 Mois;935-CT-06;BAOL CONSTRUCTION  SacrÈ Coeur III VDN  villa N∞ 10065 DAKAR;0;0
910;P-201-06/BD;1444;17/08/2006;360000;01/08/2006;1 Ö 2 Jours;986-CT-06;BAOL CONSTRUCTION  SacrÈ Coeur III VDN x villa N∞ 10065 DAKAR;0;0
911;P-114-05/SN;1445;12/06/2006;1350000;12/06/2006;;961-CT-06;"BICIS 2, Avenue L.S.SENGHOR
 BP 392 Dakar - SÈnÈgal";0;0
912;P-060A-06/SN;1446;09/03/2006;3500000;01/03/2006;9 Mois;904-CT-06;"Banque SÈnÈgalo-Tunisienne (BST) /  M. Thierno Seydou Nourou SY 
 Sous Directeur chargÇ de l?Administration et des Ressources Humaines 
 97, Avenue  AndrÈ Peytavin ? BP 4111 DAKAR";0;0
913;P-294-06/ND.N;0;12/12/2006;150000;12/12/2006;;1042-CT-06;"Rue A X 7 point E   
 BP 5939 ? DAKAR FANN";0;0
914;P-316-05/BD;1448;10/01/2006;850000;02/01/2006;5 Mois;873-CT-06;"C.E.C. / Monsieur Youssouf GAYE  
6, Nord Foire / BP : 29665 ? DAKAR
Email : cec@ste.sn";1;0
915;P-124A-06/BD;1449;17/05/2006;932203;01/05/2006;5 Mois;940-CT-07;"C.E.C. / Monsieur Youssouf GAYE  
36, Nord Foire / BP : 29665 ? DAKAR
Email : cec@ste.sn";0;0
916;P-029-06/BD;1450;16/03/2006;200000;16/03/2006;;907-CT-06;"Cabinet GUEYE ARCHI URBA / Monsieur GUEYE
 Av.  Cheikh A. Bamba X rue 38
BP : 12554 Colobane - DAKAR";0;0
917;P-162-06/BD;1451;02/11/2006;2850000;02/11/2006;6 Mois;1017-CT-06;"Cabinet GUEYE ARCHI URBA / Monsieur GUEYE
Avenue Cheikh  A.  Bamba X Rue 38
BP : 12554 Colobane - DAKAR";0;0
918;P-160-06/BD;1452;02/11/2006;1567500;02/11/2006;6 Mois;1018-CT-06;"Cabinet GUEYE ARCHI URBA / Monsieur GUEYE
Avenue Cheikh  A.  Bamba X Rue 38
BP : 12554 Colobane - DAKAR";0;0
919;P-161-06/BD;1453;02/11/2006;1567500;02/11/2006;6 Mois;1019-CT-06;"Cabinet GUEYE ARCHI URBA / Monsieur GUEYE
Avenue Cheikh  A.  Bamba X Rue 38
BP : 12554 Colobane - DAKAR";0;0
920;P-074A-06/BD;1454;02/11/2006;5423729;02/11/2006;12 Mois;1020-CT-06;"Cabinet GUEYE ARCHI URBA / Monsieur GUEYE
Avenue Cheikh  A.  Bamba X Rue 38
BP : 12554 Colobane - DAKAR";0;0
921;P-261-06/BD;1455;07/11/2006;1567500;07/11/2006;6 Mois;1023-CT-06;"Cabinet GUEYE ARCHI URBA / Monsieur GUEYE
Avenue Cheikh  A.  Bamba X Rue 38
BP : 12554 Colobane - DAKAR";0;0
922;P-247A-06/BD;1456;11/10/2006;150000;11/10/2006;;1011-CT-06;"C.C.E.  / Monsieur le Directeur  
Rue 4 x 7 Point E / Dakar
BP 5939 Dakar Fann";0;0
923;P-054-06/BD;1457;24/02/2006;2000000;01/02/2006;4 Mois;895-CT-06;COLGATE PALMOLIVE SENEGAL Km 2, Bd du centenaire de la commune de Dakar BP : 191   DAKAR ;0;0
924;P-069-06/NGD;1458;09/03/2006;175000;09/03/2006;;906-CT-06;"CORSIN AQUATRA  / Monsieur CHAOUI 
 Dakar";1;0
925;P-026-06/BD;1459;17/03/2006;650000;17/03/2006;10 Jours;909-CT-06;"CREDIT MUTUEL / Monsieur Le Directeur 
 Point E ? Rue de St Louis x Fatick
 DAKAR";0;0
926;1261;1460;03/02/2006;150000;03/02/2006;;886-CT-06;CSL SÈnÈgal Sarl  / Monsieur Le Directeur Sicap SacrÈ Coeur 3 Villa N∞ 9343 BP 17627 ? Dakar ;0;0
927;P-031-06/BD;1461;01/02/2006;3250000;02/01/2006;5 Mois;884-CT-06;CSTI / Monsieur Le Directeur GÈnÈral  LibertÈ 6 Nord N∞ 167 (VDN) x DAKAR BP 15923 Dakar Fann;0;0
928;P-204-06/BD;1462;16/08/2006;1000000;01/08/2006;75 Jours;985-CT-07;CSTI / Monsieur Le Directeur GÈnÈral LibertÈ 6 Nord N∞ 167 (VDN) x DAKAR BP 15923 Dakar Fann;0;0
929;P-172-06/NGD;1463;12/07/2006;650000;12/07/2006;;974-CT-06;"D.S.C. / Monsieur CHUPIN  
Coordonnateur  
BP 25111 ? Dakar Fann";0;0
930;06/140 ;1464;25/08/2006;6620000;01/09/2006;12 Mois;991-CT-06;D.S.C. / Monsieur Mathieu CHUPIN  Coordonnateur SacrÈ Coeur II Villa N∞ 8494  BP 25111 ? Dakar Fann;0;0
931;P-205-06/ND.N;1465;17/08/2006;236000;17/08/2006;;987-CT-06;"DABAKH ENTREPRISE SARL / Monsieur Oumar DIALLO 
 1, CitÈ ISRA ? Immeuble Thiouth  Bourguiba 
BP 10529 ? Dakar ";0;0
932;P-067B-06/SN;1466;26/05/2006;13300000;26/05/2006;;947-CT-06;DAMMIA SA S/C 3D SARL  Villa N∞4 place publique Fann Hock BP 14 318 DAKAR;0;0
933;P-018-08/BD;1467;30/01/2008;200000;30/01/2008;;1256-CT-08;"TOTAL  SENEGAL 
Km 3, Bd. du Centenaire de la Commune de Dakar
 BP 355 ? DAKAR / CP 18524";0;0
934;P-028-08/NGD;1468;28/01/2008;1500000;28/01/2008;;1254-CT-08;"Monsieur Abdou Lahat KA
Entreprise Touba MatÈriaux 
S/C AGETIP
Boulevard djily MBAYE - DAKAR";1;0
935;P-062A-08/MP;1469;27/03/2008;3200000;27/03/2008;;1283-CT-08;"Monsieur le Directeur  
TRS AFRIQUE
58, Rue de Reims x Marsat ";0;0
936;P-319-07/EMK;1470;07/01/2008;600000;07/01/2008;;1239-CT-08;"USAID  / Monsieur ROSS HICKS / Executive officer  
 USAID ? DAKAR 
BP. 49";1;0
937;CONVENTION N¯07/001;1471;09/01/2008;13647809;02/01/2008;15 Mois;1240-CT-08;"CoopÈrative D'HABITAT de la SAED / Monsieur le PrÈsident   
El Hadji Malick SARR
Saint Louis sAED  
BP 74 - DAKAR";0;0
938;P-066A-08/BD;1472;17/03/2008;2200000;01/03/2008;6 Mois;1279-CT-08;"Entreprise Diallo FrËres et Fils (EDF) / 			
Monsieur le Directeur		                 
 29, Rue Fleurus 
BP 862 ? DAKAR";0;1
939;P-028-08/NGD;1474;28/01/2008;1500000;28/01/2008;;1254-CT-08;"Monsieur Abdou Lahat KA
Entreprise Touba MatÈriaux 
S/C AGETIP
Boulevard djily MBAYE - DAKAR";0;0
940;017/BC/BCP/GTP;1475;07/08/2008;334150;15/07/2008;4 Mois;1350-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
 BP. 4031 -  Dakar";1;0
942;01/BC/BCP/GTP;1476;11/07/2008;3683554;15/07/2008;4 Mois;1350-A-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar ";1;0
943;02/BC/BCP/GTP;1477;11/07/2008;451755;15/07/2008;4 Mois;1350-B-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
944;03/BC/BCP/GTP;1478;11/07/2008;322000;15/07/2008;4 Mois;1350-C-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
945;04/BC/BCP/GTP;1479;11/07/2008;151800;15/07/2008;4 Mois;1350-D-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
946;05/BC/BCP/GTP;1480;11/07/2008;125900;15/07/2008;4 Mois;1350-E-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
947;06/BC/BCP/GTP;1481;11/07/2008;125900;15/07/2008;4 Mois;1350-F-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
 BP. 4031 -  Dakar ";1;0
948;07/BC/BCP/GTP;1482;11/07/2008;441000;15/07/2008;4 Mois;1350-G-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
949;08/BC/BCP/GTP;1483;11/07/2008;1006852;15/07/2008;4 Mois;1350-H-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
950;09/BC/BCP/GTP ;1484;11/07/2008;466050;15/07/2008;4 Mois;1350-I-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
951;010/BC/BCP/GTP ;1485;11/07/2008;1375950;15/07/2008;4 Mois;1350-J-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
952;016/BC/BCP/GTP;1487;11/07/2008;1041800;15/07/2008;4 Mois;1350-K-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
953;011/BC/BCP/GTP ;1488;11/07/2008;2845535;15/07/2008;4 Mois;1350-L-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar ";1;0
954;012/BC/BCP/GTP;1489;11/07/2008;694700;15/07/2008;4 Mois;1350-M-CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
955;013/BC/BCP;1490;11/07/2008;513570;15/07/2008;4 Mois;1350--CT-08;"Direction des Travaux de Dakar / Le Capitaine Georges MATRY
BP. 4031 -  Dakar";1;0
956;014/FM;1491;05/10/2006;15600000;01/04/2006;6 Mois;928-CT-06;"Direction de l'Habitat   / Monsieur Youssou DIOP
Terminus libertÈ VI 
 DAKAR";0;0
957;023/FM;1492;16/04/2006;13000000;01/08/2006;6 Mois;1097-CT-08;"Direction de l'Habitat   / Monsieur Youssou DIOP
Terminus libertÈ VI 
DAKAR";0;0
958;2006/MO2/001;1494;23/03/2006;3450000;23/03/2006;9 Mois;910-CT-06;"Direction des Travaux Maritimes du Cap-Vert
 BP. 4031 -  Dakar";1;0
959;2006/CP/129;1495;07/09/2006;1750000;07/09/2006;3 Mois;996-CT-06;"Direction des Travaux Maritimes du Cap-Vert
 BP. 4031 -  Dakar";1;0
960;P-002-05/BD;1496;04/01/2006;900000;02/01/2005;4 Mois;870-CT-06;"ECOLE FRANCAISE Dr GUILLET / Dr SAYEGH  	 	
75, rue de Prades Escale Sud 
 BP  A 227 THIES";1;0
961;P-013A-06/BD;1497;03/04/2006;2020000;01/04/2006;8 Mois;921-CT-06;"EBTP / M. le Directeur
Quartier Diakhao
GOSSAS";0;0
962;P-186-06/BD;1498;21/07/2006;2200000;01/07/2006;8 Mois;977-CT-06;EBY / Monsieur le Directeur GÈnÈral ESCI - Avenue Bourguiba LibertÈ I Villa N∞1036 / DAKAR;0;0
963;P-282-06/BD;1499;04/12/2006;1500000;04/12/2006;4 Mois;1039-CT-06;"ECOBAT  
FASS DELORME
 Face Canal IV";0;0
964;P-049-06/BD;1500;02/03/2006;1500000;01/03/2006;4 Mois;897-CT-06;"ECOS S/C AGETIP  BD Djily MBAYE X BÈranger FERRAUD
BP 143 Dakar ";1;0
965;P-016-06/BD;1501;16/02/2006;2270000;01/02/2006;6 Mois;892-CT-06;"EGBTP / M. Mamadou BA BOPP
Chambre des mÇtiers Fatick
B.P. 73 - Fatick
";0;0
966;P-015A-06;1502;16/02/2006;400000;01/02/2006;3 Mois;893-CT-06;"EGBTP / M. Mamadou BA BOPP
Chambre des mÇtiers Fatick
B.P. 73 - Fatick";0;0
967;P-007-06/BD;1503;23/01/2006;1500000;02/01/2006;4 Mois;876-CT-06;"EGCD / Monsieur le Directeur GÈnÈral
BP 146 MBOUR";0;0
968;P-006- 06/BD;1504;23/01/2006;2700000;02/01/2006;4 Mois;877-CT-06;"EGCD / Monsieur le Directeur GÈnÈral
BP 146 - MBOUR";0;0
969;P-055-06/SN;1505;30/03/2006;2000000;01/03/2006;;919-CT-06;"EGCD / Monsieur le Directeur GÈnÈral
BP 146 MBOUR
";0;0
970;P-126-06/BD;1506;01/06/2006;3523200;01/06/2006;12 Mois;949-CT-06;BP 146 MBOUR;0;0
971;P-127-06/BD;1507;01/06/2006;3500000;01/06/2006;8 Mois;950-CT-06;"EGCD / Monsieur le Directeur GÈnÈral
Immeuble ECOBANK 5Ëme Ètage - Dakar";0;0
972;P-289-05/BD;1508;09/06/2006;200000;01/11/2006;7 Mois;960-CT-07;"EKSBS  S/C  AGETIP 
Bd Djily MBAYE x BÈranger FERRAUD 
 BP 143 - Dakar";1;0
973;P-143-06/BD;1509;30/05/2006;2400000;30/05/2006;8 Mois;948-CT-06;ENTRAD Bd Maurice Gueye route nationale N∞1 Rufisque BP 315  ;0;0
974;P-087B-06/BD;1510;22/06/2006;2000000;01/06/2006;6 Mois;964-CT-07;ESCI  M.Momath CISSE;0;0
975;P-185-06/BD;1511;21/07/2006;2000000;01/07/2006;8 Mois;976-CT-06;ESCI / M. Le  Directeur GÈnÈral Avenue Bourguiba libertÈ I Villa N∞1036 / DAKAR;0;0
976;P-065C-05/BD;1512;28/11/2006;6000000;01/11/2006;12 Mois;1035-CT-06;ESCI  M. le Directeur GÈnÈral;0;0
977;P-277A-06/BD;1513;20/11/2006;900000;01/11/2006;6 Mois;1030-CT-07;"ESEBTP / Monsieur le Directeur 
 Km 15 Route de Rufisque 
 DAKAR ";0;0
978;P-048-06/BD;1514;07/03/2006;550000;07/03/2006;;903-CT-06;"ESMB / Monsieur DIA	
Champ de courses ? Avenue du GÈnÈral de GaULLE
 BP 2633 - DAKAR";0;0
979;P-063A-06/NGD;1515;27/03/2006;2800000;01/03/2006;7 Mois;913-CT-06;" ESMB / Monsieur DIA	
Champ de courses ? Avenue du GÈnÈral de GaULLE
BP 2633 - DAKAR";0;0
980;P-107-06/ND.N;1517;27/04/2006;0;27/04/2006;;932-CT-06;"ESSOR SARL / M. Le Directeur 
 20 E  Scat Urbam Maristes
BP 17 735 DAKAR ";0;0
981;P-153-06/BD;1518;21/06/2006;2400000;21/06/2006;8 Mois;957-CT-06;"ETTP-BAT / Monsieur le Directeur 
 Immeuble G.I.C.  Avenue Cheikh A. Bamba 
 (en face Maison du Parti) - DAKAR";0;0
982;P-035-06/BD;1519;03/02/2006;150000;03/02/2006;;885-CT-06;"F.I. SARL S/C AGETIP  BD Djily MBAYE X BÈranger FERRAUD
BP 143 Dakar";1;0
983;P-036A-06/BD;1520;28/02/2006;5500000;01/02/2006;5 Mois;896-CT-06;"F.I. SARL S/C AGETIP
BD Djily MBAYE X BÈranger FERRAUD
BP 143 Dakar";1;0
984;P-324-05/SN;1521;07/03/2006;2150000;01/03/2006;1 Mois;901-CT-06;FONDATION DROIT A LA VILLE (FDV)  Administrateur GÈnÈral - M. Mamadou Lamine DIOUF CitÈ FayÁal  rue CF-09 N∞ 34. BP 6652 Dakar Etoile;0;0
985;P-182-06/BE;1522;11/12/2006;9180000;11/12/2006;18 Mois;1041-CT-06;"FINANCIERE AFRICAINE SA / M. le Directeur GÈnÈral
9, rue Amadou Assane NDOYE
 DAKAR";0;0
986;06/136A ;1523;24/05/2006;10000000;01/05/2006;1 Mois;944-CT-06;"Fondation du Patrimoine 
 Avenue LÈopold SÈdar SENGHOR 
 Dakar";0;0
987;P-268-05/BD;1524;26/01/2006;8000000;02/01/2006;10 Mois;879-CT-06;"FOUGEROLLE SENEGAL SA /  Monsieur K DIAGANA
 Avenue FÈlix Eboue x Route des Brasseries 
BP 737 - DAKAR";0;0
988;34538;0;27/10/2006;1350000;01/10/2006;3 Semaines;1015-CT-06;"FOUGEROLLE SENEGAL SA /  Monsieur GÇrard SENAC 
Avenue FÈlix Eboue x Route des Brasseries 
BP 737 - DAKAR";0;0
989;1384/B.M/06/1472;1526;12/12/2006;2300000;01/12/2006;3 Semaines;1045-CT-06;"FOUGEROLLE SENEGAL SA /  Monsieur GÇrard SENAC 
 Avenue FÈlix Eboue x Route des Brasseries 
 BP 737 - DAKAR";0;0
990;P-104-06/BD;1527;27/04/2006;2000000;01/04/2006;7 Mois;931-CT-06;"G.I.E. FDS  S/C AGETIP
BD Djily MBAYE X BÈranger FERRAUD
BP 143 Dakar";1;0
991;P-108-06/BD;1528;04/05/2006;2750000;01/05/2006;7 Mois;934-CT-06;"G.I.E. FDS  S/C AGETIP
BD Djily MBAYE X BÈranger FERRAUD
BP 143 Dakar";1;0
992;P-109A-06/BD;1529;10/07/2006;3300000;10/07/2006;7 Mois;972-CT-06;"GECOM SA S/C AGETIP
Bd Djily MBAyE x BÈranger FERrAUD 
BP 143 -Dakar ";1;0
993;P-183-06/BD;1530;07/08/2006;1000000;07/08/2006;7 Mois;980-CT-06;"GECOM SA S/C AGETIP
 Bd Djily MBAYE x BÈranger FerRAUD 
 BP 143 -Dakar";1;0
994;P-259A-06/BD;1531;30/11/2006;2500000;30/11/2006;6 Mois;1036-CT-06;GECOPRES SARL  LibertÈ 5 Villa N∞5658 Prolongement rue 13 - DAKAR  BP 4182 DAKAR;0;0
995;P-181-05/BD;1532;13/12/2006;400000;13/12/2006;;854-CT-06;"GENITE / Monsieur Alassane FAYE 
 Lot 36  SODIDA BP 10663 ? DAKAR ";0;0
996;P-216-06/NGD;1533;01/09/2006;1850000;01/09/2006;9 Mois;994-CT-06;GEQUIPS / Monsieur Malick BA 43, Rue FÈlix Faure 4Ëme Ètage Appartement N∞23;0;0
997;P-080A-06/MP;1534;29/03/2006;762712;29/03/2006;4 Mois;916-CT-06;GERECA / Monsieur THIAM  Bld de la gueule TapÈe  - Immeuble Mariama BA  Appart N∞ 3 ? BP 7286 DAKAR;0;0
998;P-082A-06/MP;1535;29/03/2006;2000000;29/03/2006;7 Mois;916-CT-06;"GERECA S/C AGETIP
Bd Djily MBAYE x BÈranger FERRAUD 
BP 143 - Dakar";0;0
999;P-081A-06/MP;1536;29/03/2006;3500000;29/03/2006;7 Mois;917-CT-06;"GERECA / Monsieur THIAM  
 HLM 6 en face Boule des douanes 
BP 7286 DAKAR";0;0
1000;P-184A-06/MP;1537;24/08/2006;3500000;24/08/2006;5 Mois;989-CT-06;GERECA / Monsieur THIAM  Bld de la gueule TapÈe  - Immeuble Mariama BA   Appart N∞ 3 ? BP 7286 DAKAR;1;0
1001;P-239A-06/MP;1538;02/10/2006;4500000;02/10/2006;12 Mois;1004-CT-06;"GERECA S/C AGETIP
Bd Djily MBAYE x BÈranger FERRAUD 
BP 143 - Dakar";1;0
1002;06/138;1539;16/08/2006;3700000;01/08/2006;8 Mois;984-CT-06;GETRAN / Monsieur  Mar THIAM AmitiÈ 3, villa N∞ 4334 / Avenue Bourguiba  DAKAR;0;0
1003;06/139;1540;24/08/2006;11500000;01/08/2006;14 Mois;990-CT-06;"GETRAN S/C AGETIP
Bd Djily MBAYE x BÈranger FERRAUD 
 BP 143 - Dakar";1;0
1004;06/141;1541;10/10/2006;5500000;01/10/2006;10 Mois;1008-CT-06;GETRAN / Monsieur  Mar THIAM AmitiÈ 3, villa N∞ 4334 / Avenue Bourguiba  DAKAR;0;0
1005;P-077-06/SN;1542;06/04/2006;3850000;06/04/2006;8 Mois;922-CT-06;"GROUPE ESA   Monsieur Abdoulaye NDOYE
77 , Avenue de CAEN ? BP 596 THIES";0;0
1006;P-290A-06/BD;1543;12/12/2006;9322034;12/12/2006;6 Mois;1044-CT-06;"Groupe NABI / Monsieur le Directeur GÈnÈral	LibertÈ 5 N∞5658 Polongement rue 13 BP 4182 - DAKAR";0;0
1007;P-224-06/BD;1544;06/11/2006;1300000;06/11/2006;5 Mois;1021-CT-06;"GTHE Lot 10 libertÈ 6 Extension  
BP 7084 Dakar MÈdina";0;0
1008;3269;1545;07/09/2006;2950000;07/09/2006;30 Jours;997-CT-06;IAM / Madame THIAM Mermoz 2Ëme porte / villa N∞ 7606  BP 15391 Dakar-Fann;0;0
1009;P-170-06/BD;1546;05/07/2006;200000;05/07/2006;;970-CT-06;KFE / Monsieur Le Directeur  Grand Dakar, derriËre la Mairie, N∞ 30B  DAKAR;0;0
1010;P-199-06/BD;1547;08/08/2006;1000000;08/08/2006;;981-CT-06;KFE / Monsieur Le Directeur  Grand Dakar, derriËre la Mairie, N∞ 30B   DAKAR;0;0
1011;9997;481;;0;;;;;0;0
1012;9998;482;;0;;;CT-15;;0;0
1013;9999;483;;0;;;CT-15;;0;0
1014;P-041-06/MP;1549;16/02/2006;100000;16/02/2006;;894-CT-06;KHAIRA BTP / Monsieur le Directeur  Patte d'Oie Builders N∞ D11 BP 1561 - Dakar;0;0
1015;P-066-06/BD;1550;09/03/2006;1500000;09/03/2006;;905-CT-06;KINE MULTIACT / Madame la Directrice  Lot N∞ 6 libertÈ 6 extension DAKAR;0;0
1016;2186;1551;03/02/2006;0;02/01/2006;20 Jours;887-CT-06;"LycÇe Franáais JEAN MERMOZ / M. Arnaud GRENEUX
BP 3222 - DAKAR";0;0
1017;P-110A-06/BD;1552;09/06/2006;3800000;01/06/2006;7 Mois;959-CT-06;"LITIVA  S/C AGETIP
 BD Djily MBAYE X BÈranger FERRAUD
BP 143 Dakar";1;0
1018;4 482;1553;26/10/2006;1000000;01/07/2006;5 Mois;1014-CT-06;"LUX DEVELOPMENT / Mme ValÈrie Schmit TOMASSI           
ChargÇe de Projets SÈnÈgal / Projet SEN/016 Dakar 
 A 10, rue de la gräve / BP 2273/L-1022 ? Luxembourg";0;0
1019;P-116-06/ND.N;1554;23/06/2006;200000;23/06/2006;;965-CT-06;Monsieur Babacar NGOM  Castors entre rue 1 et route front de terre villa N∞ 03  DAKAR;0;0
1020;P-149-06/NGD;1555;12/06/2006;5000000;01/06/2006;18 Mois;962-CT-06;"Monsieur Maleye LEYE   
 71, route du Front de terre ? DAKAR";0;0
1021;P-099-06/NGD;1556;24/04/2006;2966102;01/04/2006;15 Mois;930-CT-06;"Monsieur Mamadou BA BALAYE
	     Rue D.F. 214, Km 8,5 Boulevard du C.C. de Dakar 
";0;0
1022;P-118-06/MP;1557;16/05/2006;950000;01/05/2006;4 Mois;939-CT-06;Monsieur Raouf GNon KONDE   Sicap SacrÈ Coeur III extension   Villa N∞ 10055  Dakar;0;0
1023;P-151-06/SN;1558;16/06/2006;400000;01/05/2006;;963-CT-06;Monsieur Raouf GNon KONDE   Sicap SacrÈ Coeur III extension  Villa N∞ 10055 - Dakar;0;0
1024;P-084-06/BD;1559;28/03/2006;1200000;01/03/2006;2 Mois;914-CT-06;"MARITALIA  / Monsieur Baba TALL 
1, Bd de la libÈration  x  Rue du Port 
DAKAR";0;0
1025;P-167-06/SN;0;29/06/2006;900000;29/06/2006;;967-CT-06;"Hìtel le MERIDIEN PRESIDENT / Monsieur le Directeur GÈnÈral
 BP 8181 ? DAKAR YOFF";0;0
1026;P-168-06/SN;1561;29/06/2006;750000;29/06/2006;;968-CT-06;"Hìtel le MERIDIEN PRESIDENT / Monsieur le Directeur GÈnÈral
BP 8181 ? DAKAR YOFF";0;0
